match_id,date,league,season,team_id,opp_id,is_home,player_id,player,position,pos_slot,is_gk,started,yellow,red,minutes,rating,goals,assists,xg,xa,xg_np,shots,sot,shots_off,chances_created,touches,touches_box,dribbles,passes_acc,passes_f3,tackles,interceptions,blocks,clearances,recoveries,dribbled_past,ground_duels_won,aerials_won,duels_won,duels_lost,fouled,fouls,saves,goals_conceded,xgot_faced,saves_box,high_claims,punches,sweeper
4506745,2024-08-15,esp,2024/2025,8315,8305,1,80295,Yuri Berchiche,DF,38,0,1,0,0,90,7.15,0,0,0.02,0.01,0.02,1,1,0,0,71,2,1,40,7,1,1,0,2,1,1,2,2,4,3,,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,164676,Ander Herrera,MF,,0,0,1,0,33,6.7,0,0,,0.21,,,,,1,40,1,1,27,8,1,0,0,1,3,0,4,1,5,4,2,2,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,421365,Djené,DF,34,0,1,0,0,90,7.11,0,0,,,,,,,0,28,0,,13,,0,2,0,8,2,0,1,1,2,,1,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,488718,Diego Rico,DF,38,0,1,0,0,90,6.86,0,0,,0.01,,,,,1,43,0,,13,5,5,0,0,0,3,0,6,1,7,2,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,574629,Alex Berenguer,FW,87,0,1,0,0,72,6.37,0,0,,0.01,,,,,0,36,1,2,11,4,1,0,0,1,3,0,4,3,7,7,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,581919,David Soria,GK,11,1,1,0,0,90,7.31,,,,0.01,,,,,,25,,,6,6,0,0,,2,6,,,1,1,,,0,3,1,0.92,0,2,2,0
4506745,2024-08-15,esp,2024/2025,8315,8305,1,604105,Inaki Williams,FW,83,0,1,0,0,90,6.3,0,0,0.12,0.03,0.12,2,0,1,0,41,0,1,15,2,1,0,0,2,3,0,3,1,4,4,1,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,616544,Inigo Lekue,DF,,0,0,0,0,9,,0,0,,0.01,,,,,1,18,0,,13,2,0,0,0,0,1,0,1,0,1,,1,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,616545,Mikel Vesga,MF,66,0,1,0,0,57,6.4,0,0,,0.02,,,,,0,46,0,0,27,6,2,1,0,0,4,1,2,0,2,4,,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,625340,Mauro Arambarri,MF,73,0,1,0,0,40,5.88,0,0,,,,,,,0,11,1,0,4,3,0,0,0,0,2,0,0,0,,2,,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,637756,Carles Alena,FW,,0,0,0,0,50,6.78,0,0,0.51,0.01,0.51,1,1,0,0,26,1,1,9,3,2,0,0,1,1,1,5,0,5,4,2,2,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,638090,Luis Milla,MF,77,0,1,0,0,90,7.09,0,1,,0.12,,,,,2,46,0,,15,6,0,1,0,1,6,2,1,2,3,9,1,2,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,639450,Yeray Álvarez,DF,34,0,1,0,0,90,6.78,0,0,,0.01,,,,,0,75,1,0,52,5,1,2,0,6,1,0,2,3,5,5,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,711231,Gorka Guruzeta,FW,115,0,1,0,0,90,6.72,0,1,0.09,0.02,0.09,1,0,0,2,33,2,0,16,3,0,0,1,1,1,0,1,0,1,11,1,3,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,751998,Omar Alderete,DF,36,0,1,0,0,90,6.88,0,0,0.04,0.08,0.04,2,0,0,1,36,3,,16,12,1,0,1,4,4,0,1,3,4,1,,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,839893,Andoni Gorosabel,DF,32,0,1,1,0,81,6.29,0,0,,0.05,,,,,0,36,1,1,16,2,1,0,0,2,1,1,2,0,2,4,,3,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,873297,Carles Pérez,MF,71,0,1,0,0,45,6.35,0,0,0.04,0.06,0.04,2,0,2,1,25,1,3,5,2,0,0,0,0,3,0,4,0,4,4,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,895953,Alex Sola,MF,79,0,1,0,0,79,6.28,0,0,0.01,,0.01,1,0,1,1,20,1,1,5,2,1,0,0,0,4,2,3,0,3,6,1,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,940743,Daniel Vivian,DF,,0,0,0,0,9,,0,0,,,,,,,0,20,0,,18,2,0,0,0,1,1,0,,0,,2,,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,950545,Oihan Sancet,MF,85,0,1,0,0,90,6.97,1,0,0.05,0.01,0.05,1,1,0,0,29,0,,18,3,1,0,0,0,3,0,2,0,2,4,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,1102289,Juan Iglesias,DF,32,0,1,0,0,90,7.25,0,0,,,,,,,0,47,0,,7,4,5,6,0,4,3,4,5,1,6,8,,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,1191407,Aitor Paredes,DF,36,0,1,0,0,81,6.86,0,0,,,,,,,1,69,0,,49,5,0,0,1,8,1,1,1,3,4,2,2,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,1202110,Nico Williams,FW,,0,0,0,0,18,6.48,0,0,0.05,0.08,0.05,2,2,0,0,12,1,1,4,,0,0,0,0,0,0,1,0,1,,,0,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,1229176,Benat Prados,MF,64,0,1,1,0,57,6.95,0,0,,0.01,,,,,1,35,0,1,20,5,1,0,0,0,2,2,2,4,6,6,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,1229280,Peter González,MF,,0,0,0,0,45,6.51,0,0,0.17,,0.17,1,0,1,0,14,2,,5,,0,0,0,1,2,0,1,1,2,3,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,1358337,Yellu Santiago,MF,,0,0,0,0,11,6.3,0,0,,,,,,,0,3,0,,0,,2,0,0,0,0,0,3,0,3,1,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8315,8305,1,1401997,Álex Padilla,GK,11,1,1,0,0,90,6.82,,,,,,,,,,47,,,19,8,0,0,,1,13,,,1,1,,,0,1,1,0.99,1,1,0,2
4506745,2024-08-15,esp,2024/2025,8315,8305,1,1436270,Unai Gomez,MF,,0,0,1,0,33,6.08,0,0,,0.04,,,,,0,19,1,1,7,,0,0,0,1,0,0,2,1,3,4,1,1,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,1572352,Nabil Aberdin,DF,75,0,1,0,0,90,7.5,0,0,0.02,,0.02,1,0,1,0,32,2,1,11,3,4,0,0,2,4,0,6,5,11,2,1,2,,,,,,,
4506745,2024-08-15,esp,2024/2025,8305,8315,0,1580704,Christantus Uche,FW,115,0,1,1,0,90,7.64,1,0,0.05,,0.05,1,1,0,1,30,1,0,7,,2,0,0,0,3,0,6,3,9,6,4,2,,,,,,,
4506746,2024-08-15,esp,2024/2025,7732,8603,0,58294,Cristhian Stuani,FW,,0,0,0,0,9,,0,0,0.19,,0.19,1,0,0,0,3,1,,1,,0,0,0,0,0,0,,0,,1,,0,,,,,,,
4506746,2024-08-15,esp,2024/2025,7732,8603,0,161012,Daley Blind,DF,36,0,1,0,0,90,7.8,0,0,,0.03,,,,,0,97,0,3,71,11,4,5,1,3,2,0,7,0,7,1,,1,,,,,,,
