match_id,date,league,season,team_id,opp_id,is_home,player_id,player,position,pos_slot,is_gk,started,yellow,red,minutes,rating,goals,assists,xg,xa,xg_np,shots,sot,shots_off,chances_created,touches,touches_box,dribbles,passes_acc,passes_f3,tackles,interceptions,blocks,clearances,recoveries,dribbled_past,ground_duels_won,aerials_won,duels_won,duels_lost,fouled,fouls,saves,goals_conceded,xgot_faced,saves_box,high_claims,punches,sweeper
4060530,2023-01-27,arg,2023,10084,10086,1,113615,Carlos Quintana,DF,37,0,1,0,0,72,7.26,0,0,,,,,,,0,24,0,,3,1,3,0,0,9,5,0,4,2,6,2,1,1,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,113622,Miguel Angel Torren,DF,34,0,1,1,0,90,6.72,0,0,0.12,0.04,0.12,1,0,1,1,96,0,0,77,10,1,0,0,2,6,0,2,3,5,6,1,4,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,306504,Damian Alberto Martinez,DF,72,0,1,0,0,90,6.31,0,0,,,,,,,0,25,0,,5,4,3,0,0,0,1,3,5,0,5,7,2,2,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,361077,Federico Lanzillotta,GK,11,1,1,0,0,90,6.87,,,,0.01,,,,,,34,,,24,2,0,0,,0,12,,,,,1,,0,3,1,0.88,1,0,0,0
4060530,2023-01-27,arg,2023,10084,10086,1,362229,Victor Malcorra,MF,105,0,1,0,0,90,6.53,0,0,,0.18,,,,,1,33,0,0,12,,0,0,0,0,5,0,1,0,1,2,1,0,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,384587,Lucas Villalba,DF,36,0,1,0,0,90,7.02,0,0,,0.1,,,,,0,93,0,2,60,12,1,2,1,3,6,0,4,3,7,8,1,2,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,425711,Gabriel Avalos,FW,107,0,1,0,0,90,6.43,0,0,0.02,0.22,0.02,1,0,0,3,36,7,,21,,0,0,0,0,1,0,0,3,3,3,,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,529624,Juan Komar,DF,33,0,1,0,0,90,6.77,0,0,,,,,,,0,23,0,,5,2,2,1,0,3,4,1,3,1,4,4,1,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,560951,Gaspar Servio,GK,11,1,1,0,0,90,8.64,,,,,,,,,,35,,,5,9,0,0,,2,7,,1,,1,,1,0,7,0,1.4,5,1,0,0
4060530,2023-01-27,arg,2023,10084,10086,1,727099,Facundo Mallo,DF,35,0,1,1,0,90,7.2,0,0,0.17,,0.17,1,0,1,0,34,1,,10,5,1,3,3,8,5,1,1,1,2,3,,0,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,728290,Kevin Mac Allister,DF,32,0,1,0,0,90,7.53,0,0,0.1,0.06,0.1,1,1,0,1,90,2,,47,17,3,3,0,0,5,0,4,1,5,,1,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,745206,Jhonatan Candia,FW,107,0,1,0,0,44,7.25,1,0,0.2,,0.2,1,1,0,0,12,1,,4,2,0,0,0,0,1,0,1,2,3,2,1,0,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,748843,Francisco Gonzalez Metilli,MF,,0,0,0,0,31,6.68,0,0,0.02,0.21,0.02,1,1,0,2,35,1,1,19,4,0,2,0,0,0,0,2,0,2,3,1,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,751057,Francis Mac Allister,MF,76,0,1,1,0,90,7.21,0,0,0.02,,0.02,1,1,0,0,38,0,,7,6,5,2,0,2,7,4,6,1,7,11,1,6,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,809620,Leonardo Heredia,FW,,0,0,0,1,20,5.25,0,0,,0.02,,,,,0,15,1,1,8,1,0,0,0,0,1,0,1,1,2,2,,2,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,862337,Luciano Sanchez,DF,38,0,1,0,0,69,6.42,0,0,,0.01,,,,,0,28,0,,18,2,0,0,0,0,1,0,0,3,3,1,,1,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,881159,Franco Moyano,MF,75,0,1,0,0,90,6,0,0,0.05,0.02,0.05,1,0,0,0,58,0,,52,3,0,1,0,0,3,0,0,0,,1,,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,887142,Alan Rodriguez,DF,78,0,1,0,0,90,7.48,0,1,,0.14,,,,,1,35,0,0,8,2,1,0,1,1,6,0,1,0,1,2,,1,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,918846,Gaston Veron,FW,105,0,1,0,0,90,6.8,0,0,0.94,0.4,0.94,7,3,2,1,61,12,3,22,4,1,0,0,0,2,0,9,4,13,9,5,2,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,955333,Fabricio Dominguez,MF,,0,0,1,0,30,6.58,0,0,0.1,0.07,0.1,1,0,1,2,20,1,1,8,6,1,0,0,0,2,0,2,1,3,4,,1,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,1033314,Thiago Nuss,FW,103,0,1,0,0,69,6.1,0,0,0.3,0.42,0.3,4,1,2,0,30,6,2,4,,0,0,0,0,3,0,5,1,6,6,3,1,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,1035611,Alan Rodriguez,MF,77,0,1,0,0,60,6.41,0,0,0.18,0.07,0.18,1,1,0,1,31,2,0,21,7,0,0,0,0,3,0,1,0,1,1,1,0,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,1095186,Rodrigo Cabral,FW,,0,0,0,0,21,6.75,0,0,,0.09,,,,,0,15,4,3,4,,1,0,0,0,2,0,4,0,4,2,,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,1200027,Luca Martinez Dupuy,FW,,0,0,0,0,35,6.35,0,0,0.05,,0.05,1,1,0,0,11,1,0,1,,0,0,0,1,2,0,2,0,2,3,2,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,1262652,Octavio Bianchi,FW,,0,0,0,0,46,6.28,0,0,0.06,,0.06,1,0,0,1,14,1,,2,2,1,0,0,1,2,0,1,2,3,6,,2,,,,,,,
4060530,2023-01-27,arg,2023,10086,10084,0,1277343,Federico Redondo,MF,73,0,1,0,0,59,6.59,0,0,,0.08,,,,,1,48,1,,35,4,0,0,0,0,2,0,2,0,2,,2,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,1336567,Kevin Ortiz,MF,74,0,1,1,0,90,6.9,0,0,0.03,,0.03,1,1,0,0,28,0,,6,2,3,1,0,1,7,2,5,1,6,10,2,4,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,1372668,Kevin Silva,DF,,0,0,0,0,18,5.9,0,0,,,,,,,0,3,0,,0,,0,0,1,2,0,1,0,0,,1,,0,,,,,,,
4060530,2023-01-27,arg,2023,10084,10086,1,1372670,Fabricio Oviedo,FW,103,0,1,0,0,55,6.53,0,0,,,,,,,0,11,1,0,2,,4,0,0,0,1,1,5,1,6,3,1,0,,,,,,,
4060531,2023-01-28,arg,2023,10094,89396,1,18859,Mauro Boselli,FW,106,0,1,0,0,90,7.46,1,0,0.4,0.01,0.4,4,1,3,1,22,4,0,10,1,0,0,0,1,1,0,1,4,5,5,1,0,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,18978,Sebastián Prediger,MF,64,0,1,0,0,66,7.41,0,0,,,,,,,0,35,0,,18,5,5,0,0,1,9,2,6,2,8,3,1,0,,,,,,,
4060531,2023-01-28,arg,2023,10094,89396,1,39415,Mariano Andujar,GK,11,1,1,0,0,90,5.67,,,,,,,,,,34,,,23,,0,0,,0,6,,1,,1,,1,0,2,2,1.06,2,1,0,0
4060531,2023-01-28,arg,2023,10094,89396,1,46384,Pablo Piatti,MF,,0,0,0,0,18,6.26,0,0,0.04,0.01,0.04,1,0,0,0,20,1,2,9,1,1,0,0,0,1,1,3,0,3,6,,2,,,,,,,
4060531,2023-01-28,arg,2023,10094,89396,1,131619,Emmanuel Mas,DF,38,0,1,0,0,90,6.77,0,0,0.03,0.09,0.03,1,0,1,1,59,4,0,35,4,0,1,0,1,7,0,0,2,2,2,,0,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,158787,Gonzalo Marinelli,GK,11,1,1,0,0,90,6.96,,,,,,,,,,47,,,30,5,0,0,,1,9,,,,,,,0,3,1,0.54,0,0,1,0
4060531,2023-01-28,arg,2023,89396,10094,0,246408,Lucas Menossi,MF,66,0,1,0,0,82,6.91,0,0,,0.31,,,,,3,48,0,0,20,1,1,1,0,0,5,2,3,0,3,7,2,0,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,270320,Brian Abel Luciatti,DF,36,0,1,0,0,90,7.71,0,0,,,,,,,0,47,0,1,23,1,2,3,0,8,6,0,4,2,6,4,1,1,,,,,,,
4060531,2023-01-28,arg,2023,10094,89396,1,324723,Fernando Zuqui,MF,,0,0,0,0,30,7.02,0,0,,0.02,,,,,1,35,1,,15,8,1,1,0,1,6,1,3,3,6,2,2,0,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,523418,Victor Cabrera,DF,34,0,1,0,0,90,6.85,0,0,,,,,,,0,32,0,,17,1,1,1,0,8,4,1,1,1,2,5,,0,,,,,,,
4060531,2023-01-28,arg,2023,10094,89396,1,564610,Jorge Rodriguez,MF,74,0,1,1,0,90,7.54,0,0,,0.04,,,,,2,99,1,1,67,21,4,1,1,1,12,0,6,1,7,4,1,2,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,623986,Alexis Castro,FW,87,0,1,0,0,82,7.07,0,0,,0.07,,,,,2,45,0,1,16,4,2,2,0,0,8,6,3,2,5,12,,0,,,,,,,
4060531,2023-01-28,arg,2023,10094,89396,1,630500,Leonardo Godoy,DF,32,0,1,0,0,90,6.9,0,0,0.04,0.11,0.04,1,0,1,1,77,3,1,34,7,0,1,0,1,6,2,5,0,5,9,4,1,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,647929,Ijiel Protti,MF,,0,0,1,0,3,,0,0,,,,,,,1,11,0,,3,,0,1,0,0,1,0,1,0,1,2,1,1,,,,,,,
4060531,2023-01-28,arg,2023,10094,89396,1,724854,Santiago Ascacibar,MF,76,0,1,0,0,60,6.87,0,1,0.02,0.14,0.02,1,0,1,2,42,0,,28,9,1,0,0,0,1,2,1,0,1,6,,2,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,795163,Agustin Cardozo,MF,,0,0,0,0,24,6.66,0,0,0.04,,0.04,1,1,0,0,16,1,,9,,1,0,1,1,2,0,2,0,2,1,1,1,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,823206,Lucas Blondel,DF,32,0,1,0,0,90,7.38,0,0,0.04,0.06,0.04,1,0,0,2,55,0,1,28,4,1,0,0,4,4,2,3,2,5,4,1,0,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,839634,Blas Armoa,FW,83,0,1,0,0,66,6.59,0,0,,0.02,,,,,0,13,0,,6,1,1,0,0,0,2,0,1,1,2,1,,0,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,841913,Sebastian Prieto,DF,38,0,1,0,0,90,6.8,0,0,0.01,,0.01,1,0,1,0,55,0,,22,4,2,0,0,3,6,3,3,0,3,6,1,1,,,,,,,
4060531,2023-01-28,arg,2023,89396,10094,0,905546,Mateo Retegui,FW,115,0,1,0,0,90,9.11,2,0,0.72,,0.72,9,3,4,1,41,6,1,10,2,2,0,0,1,2,0,5,6,11,6,2,2,,,,,,,
