match_id,date,league,season,team_id,opp_id,is_home,player_id,player,position,pos_slot,is_gk,started,yellow,red,minutes,rating,goals,assists,xg,xa,xg_np,shots,sot,shots_off,chances_created,touches,touches_box,dribbles,passes_acc,passes_f3,tackles,interceptions,blocks,clearances,recoveries,dribbled_past,ground_duels_won,aerials_won,duels_won,duels_lost,fouled,fouls,saves,goals_conceded,xgot_faced,saves_box,high_claims,punches,sweeper
3900932,2022-08-05,eng,2022/2023,9826,9825,1,109222,Vicente Guaita,GK,11,1,1,0,0,90,6.04,,,,,,,,,,42,,,35,1,0,0,,1,6,,,,,,,0,1,2,0.35,1,1,1,0
3900932,2022-08-05,eng,2022/2023,9826,9825,1,154280,Jordan Ayew,FW,83,0,1,0,0,90,6.26,0,0,0.05,0.02,0.05,1,0,0,3,55,0,6,26,1,2,0,0,1,4,4,8,2,10,19,,4,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,157838,Nathaniel Clyne,DF,32,0,1,1,0,90,6.54,0,0,,0.01,,,,,1,74,0,1,50,9,0,1,0,2,1,0,2,1,3,2,1,1,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,163616,Luka Milivojevic,MF,,0,0,0,0,15,6.26,0,0,,0.01,,,,,0,17,0,,15,1,0,0,0,0,2,0,,0,,,,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,198510,Wilfried Zaha,FW,87,0,1,0,0,90,7.08,0,0,0.06,0.83,0.06,1,0,0,2,63,0,3,29,3,3,0,0,0,9,1,11,0,11,9,5,2,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,207236,Granit Xhaka,MF,66,0,1,1,0,90,7.78,0,0,,0.06,,,,,1,66,0,,40,8,1,2,1,3,5,1,5,4,9,2,4,1,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,214570,Jeffrey Schlupp,MF,66,0,1,0,0,86,6.45,0,0,0.24,0.01,0.24,3,0,1,0,56,0,3,30,3,4,1,1,0,6,2,7,1,8,8,,2,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,295067,Will Hughes,MF,,0,0,0,0,4,,0,0,,,,,,,0,6,0,,3,,0,0,0,0,0,0,0,0,,1,,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,434325,Thomas Partey,MF,64,0,1,0,0,90,7.66,0,0,0.1,0.02,0.1,1,0,0,1,66,0,,38,9,6,1,1,1,8,4,7,0,7,8,1,2,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,503659,Joachim Andersen,DF,34,0,1,0,0,90,7.46,0,0,,0.14,,,,,1,126,0,,91,20,6,2,0,9,5,2,8,4,12,3,2,1,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,534670,Martin Ødegaard,MF,85,0,1,0,0,89,7.36,0,0,0.09,0.06,0.09,2,0,1,0,51,0,0,28,,2,0,0,1,7,0,2,1,3,1,,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,576165,Gabriel Jesus,FW,115,0,1,0,0,83,6.95,0,0,0.15,0.08,0.15,1,0,0,0,49,0,6,20,3,1,1,0,0,4,2,8,2,10,11,1,2,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,582499,Kieran Tierney,DF,,0,0,0,0,7,,0,0,,,,,,,0,7,0,,2,,2,0,0,1,0,0,2,0,2,,,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,623621,Oleksandr Zinchenko,DF,38,0,1,0,0,83,8.16,0,1,0.03,0.35,0.03,1,1,0,2,70,0,,39,6,5,3,0,1,6,3,5,2,7,7,,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,637746,Odsonne Edouard,FW,115,0,1,0,0,58,5.74,0,0,0.22,,0.22,3,1,0,0,24,0,1,3,,0,0,0,1,2,0,1,0,1,7,,2,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,706297,Jean-Philippe Mateta,FW,,0,0,0,0,32,5.92,0,0,0.14,0.01,0.14,1,0,1,1,13,0,,8,,0,0,0,0,0,0,0,0,,2,,1,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,746395,Aaron Ramsdale,GK,11,1,1,0,0,90,7.19,,,,0.01,,,,,,36,,,20,7,0,0,,0,10,,,1,1,,,0,2,0,0.35,2,0,0,0
3900932,2022-08-05,eng,2022/2023,9825,9826,0,776151,Ben White,DF,32,0,1,1,0,90,8.13,0,0,,0.03,,,,,1,70,0,1,24,5,8,1,1,4,6,2,12,0,12,5,3,2,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,795179,Gabriel,DF,36,0,1,0,0,90,7.17,0,0,,0.01,,,,,0,71,0,,52,6,1,1,2,3,3,1,4,2,6,3,3,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,818975,Eberechi Eze,MF,85,0,1,0,0,86,6.37,0,0,0.49,0.06,0.49,1,1,0,0,58,0,1,31,2,1,0,0,0,5,0,2,1,3,6,,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,844425,Marc Guehi,DF,36,0,1,0,0,90,4.97,0,0,,0.01,,,,,0,114,0,,93,14,0,1,2,1,6,2,0,1,1,6,,1,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,860920,Edward Nketiah,FW,,0,0,0,0,7,,0,0,,0.04,,,,,1,5,0,1,3,,0,0,0,0,1,0,1,0,1,1,,1,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,901495,Albert Sambi Lokonga,MF,,0,0,0,0,1,,0,0,,,,,,,0,2,0,,1,,0,0,0,0,1,0,1,0,1,,1,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,951954,Cheick Oumar Doucouré,MF,64,0,1,0,0,75,6.67,0,0,,0.02,,,,,0,38,0,,32,3,1,1,0,1,5,2,1,0,1,2,,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,955406,William Saliba,DF,34,0,1,0,0,90,7.48,0,0,,,,,,,0,62,0,1,45,4,1,0,1,7,7,0,3,1,4,1,1,0,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,961995,Bukayo Saka,FW,83,0,1,0,0,90,6.86,0,0,0.26,0.11,0.26,3,0,2,0,55,0,1,24,2,2,0,0,2,4,1,4,0,4,7,1,2,,,,,,,
3900932,2022-08-05,eng,2022/2023,9825,9826,0,1021586,Gabriel Martinelli,FW,87,0,1,0,0,90,7.78,1,0,0.38,0.05,0.38,2,1,1,1,42,0,3,24,3,0,0,0,1,2,2,4,1,5,7,1,1,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,1120224,Tyrick Mitchell,DF,38,0,1,0,0,90,6.35,0,0,,0.01,,,,,0,78,0,0,39,8,1,2,1,3,8,0,2,0,2,5,1,2,,,,,,,
3900932,2022-08-05,eng,2022/2023,9826,9825,1,1308370,Malcolm Ebiowei,FW,,0,0,0,0,4,,0,0,,0.01,,,,,0,6,0,1,2,,0,0,0,0,0,0,1,0,1,2,,0,,,,,,,
3900933,2022-08-06,eng,2022/2023,8650,9879,0,38807,James Milner,DF,,0,0,0,0,31,5.62,0,0,,0.07,,,,,0,25,0,,10,2,0,0,0,0,2,0,0,0,,6,,0,,,,,,,
3900933,2022-08-06,eng,2022/2023,8650,9879,0,156008,Jordan Henderson,MF,73,0,1,0,0,90,7.58,0,0,0.06,0.14,0.06,2,0,1,2,73,0,,45,12,0,1,0,1,8,0,0,0,,1,,1,,,,,,,
3900933,2022-08-06,eng,2022/2023,8650,9879,0,171698,Joel Matip,DF,34,0,1,0,0,90,7.41,0,0,,0.03,,,,,0,110,0,1,79,8,3,2,1,4,8,1,5,0,5,8,1,0,,,,,,,
3900933,2022-08-06,eng,2022/2023,8650,9879,0,172949,Thiago Alcántara,MF,77,0,1,0,0,51,6.8,0,0,,0.02,,,,,1,64,0,0,47,10,0,1,0,0,8,1,1,2,3,6,1,0,,,,,,,
3900933,2022-08-06,eng,2022/2023,9879,8650,1,174325,Shane Duffy,DF,,0,0,0,0,1,,0,0,,,,,,,0,0,0,,0,,0,0,0,0,0,0,,0,,,,0,,,,,,,
