match_id,date,league,season,competition,round,referee,team_id,team,opp_id,opp,is_home,gf,ga,poss,poss_ag,shots,shots_ag,sot,sot_ag,shots_off,shots_off_ag,shots_blocked,shots_blocked_ag,woodwork,woodwork_ag,shots_box,shots_box_ag,shots_obox,shots_obox_ag,corners,corners_ag,bigchance,bigchance_ag,bigchance_missed,bigchance_missed_ag,touches_box,touches_box_ag,fouls,fouls_ag,yellow,yellow_ag,red,red_ag,offsides,offsides_ag,tackles,tackles_ag,interceptions,interceptions_ag,blocks,blocks_ag,clearances,clearances_ag,saves,saves_ag,duels_won,duels_won_ag,ground_duels_won,ground_duels_won_ag,aerials_won,aerials_won_ag,dribbles,dribbles_ag,passes,passes_ag,passes_acc,passes_acc_ag,passes_own_half,passes_own_half_ag,passes_opp_half,passes_opp_half_ag,long_balls_acc,long_balls_acc_ag,crosses_acc,crosses_acc_ag,xg,xg_ag,xg_op,xg_op_ag,xg_sp,xg_sp_ag,xg_np,xg_np_ag,xgot,xgot_ag,z_sixyard,z_sixyard_ag,z_box_c,z_box_c_ag,z_box_w,z_box_w_ag,z_out_c,z_out_c_ag,z_out_w,z_out_w_ag,z_sixyard_xg,z_sixyard_xg_ag,z_box_c_xg,z_box_c_xg_ag,z_box_w_xg,z_box_w_xg_ag,z_out_c_xg,z_out_c_xg_ag,z_out_w_xg,z_out_w_xg_ag,s_open,s_open_ag,s_fastbreak,s_fastbreak_ag,s_corner,s_corner_ag,s_freekick,s_freekick_ag,s_penalty,s_penalty_ag,s_open_xg,s_open_xg_ag,s_fastbreak_xg,s_fastbreak_xg_ag,s_corner_xg,s_corner_xg_ag,s_freekick_xg,s_freekick_xg_ag,s_penalty_xg,s_penalty_xg_ag,shotmap_n,shotmap_n_ag,shot_dist_avg,shot_dist_avg_ag
4837112,2025-08-15,esp,2025/2026,LaLiga,1,Javier Alberola Rojas,7732,Girona,8370,Rayo Vallecano,1,1,3,44,56,7,16,2,5,2,10,3,1,0,0,3,12,4,4,2,4,1,4,0,1,9,26,8,17,0,1,1,0,1,1,13,27,3,8,2,3,18,18,2,1,53,58,38.0,42.0,15.0,16.0,9.0,7.0,382,481,296.0,415.0,179,219,117,196,20.0,21.0,2.0,9.0,0.56,3.43,0.39,2.28,0.17,0.36,0.56,2.64,0.72,3.2,0,3,3,7,0,2,3,3,1,1,0.0,1.5305,0.422,1.7229,0.0,0.1008,0.1096,0.0533,0.0306,0.0251,4,9,1,1,1,3,1,2,0,1,0.1403,2.221,0.2503,0.0608,0.1212,0.0788,0.0505,0.2836,0.0,0.7884,7,16,18.86,15.43
4837112,2025-08-15,esp,2025/2026,LaLiga,1,Javier Alberola Rojas,8370,Rayo Vallecano,7732,Girona,0,3,1,56,44,16,7,5,2,10,2,1,3,0,0,12,3,4,4,4,2,4,1,1,0,26,9,17,8,1,0,0,1,1,1,27,13,8,3,3,2,18,18,1,2,58,53,42.0,38.0,16.0,15.0,7.0,9.0,481,382,415.0,296.0,219,179,196,117,21.0,20.0,9.0,2.0,3.43,0.56,2.28,0.39,0.36,0.17,2.64,0.56,3.2,0.72,3,0,7,3,2,0,3,3,1,1,1.5305,0.0,1.7229,0.422,0.1008,0.0,0.0533,0.1096,0.0251,0.0306,9,4,1,1,3,1,2,1,1,0,2.221,0.1403,0.0608,0.2503,0.0788,0.1212,0.2836,0.0505,0.7884,0.0,16,7,15.43,18.86
4837118,2025-08-15,esp,2025/2026,LaLiga,1,Alejandro Muñíz Ruiz,10205,Villarreal,8670,Real Oviedo,1,2,0,68,32,25,5,10,4,11,1,4,0,0,0,17,3,8,2,10,1,3,1,3,1,53,7,10,8,1,0,0,1,0,1,11,11,14,5,0,3,6,29,4,8,30,38,23.0,26.0,7.0,12.0,4.0,8.0,668,326,612.0,267.0,161,204,451,63,23.0,33.0,10.0,2.0,2.44,0.93,1.62,0.08,0.82,0.06,2.44,0.14,2.2,1.09,2,1,9,1,6,1,7,0,1,2,0.4251,0.062,1.504,0.7884,0.1919,0.0366,0.3084,0.0,0.0149,0.0404,16,3,1,0,5,1,3,0,0,1,1.1725,0.077,0.4479,0.0,0.5202,0.062,0.3038,0.0,0.0,0.7884,25,5,16.05,17.54
4837118,2025-08-15,esp,2025/2026,LaLiga,1,Alejandro Muñíz Ruiz,8670,Real Oviedo,10205,Villarreal,0,0,2,32,68,5,25,4,10,1,11,0,4,0,0,3,17,2,8,1,10,1,3,1,3,7,53,8,10,0,1,1,0,1,0,11,11,5,14,3,0,29,6,8,4,38,30,26.0,23.0,12.0,7.0,8.0,4.0,326,668,267.0,612.0,204,161,63,451,33.0,23.0,2.0,10.0,0.93,2.44,0.08,1.62,0.06,0.82,0.14,2.44,1.09,2.2,1,2,1,9,1,6,0,7,2,1,0.062,0.4251,0.7884,1.504,0.0366,0.1919,0.0,0.3084,0.0404,0.0149,3,16,0,1,1,5,0,3,1,0,0.077,1.1725,0.0,0.4479,0.062,0.5202,0.0,0.3038,0.7884,0.0,5,25,17.54,16.05
4837109,2025-08-16,esp,2025/2026,LaLiga,1,Miguel Sesma Espinosa,9866,Deportivo Alaves,8581,Levante,1,2,1,62,38,15,7,4,3,7,1,4,3,0,0,10,4,5,3,10,1,2,1,0,0,24,9,15,13,0,1,0,0,1,3,15,16,10,4,3,4,22,33,2,2,53,54,30.0,33.0,23.0,21.0,3.0,3.0,471,296,382.0,199.0,153,108,229,91,31.0,23.0,9.0,4.0,1.29,0.87,0.67,0.85,0.62,0.02,1.29,0.87,2.22,1.34,2,1,6,1,2,2,4,2,1,1,0.4864,0.7038,0.581,0.0194,0.1031,0.1265,0.1099,0.0361,0.0075,0.03,7,6,2,0,4,1,2,0,0,0,0.3485,0.8964,0.3178,0.0,0.2787,0.0194,0.3429,0.0,0.0,0.0,15,7,14.82,19.22
4837109,2025-08-16,esp,2025/2026,LaLiga,1,Miguel Sesma Espinosa,8581,Levante,9866,Deportivo Alaves,0,1,2,38,62,7,15,3,4,1,7,3,4,0,0,4,10,3,5,1,10,1,2,0,0,9,24,13,15,1,0,0,0,3,1,16,15,4,10,4,3,33,22,2,2,54,53,33.0,30.0,21.0,23.0,3.0,3.0,296,471,199.0,382.0,108,153,91,229,23.0,31.0,4.0,9.0,0.87,1.29,0.85,0.67,0.02,0.62,0.87,1.29,1.34,2.22,1,2,1,6,2,2,2,4,1,1,0.7038,0.4864,0.0194,0.581,0.1265,0.1031,0.0361,0.1099,0.03,0.0075,6,7,0,2,1,4,0,2,0,0,0.8964,0.3485,0.0,0.3178,0.0194,0.2787,0.0,0.3429,0.0,0.0,7,15,19.22,14.82
4837114,2025-08-16,esp,2025/2026,LaLiga,1,José Luis Munuera Montero,8661,Mallorca,8634,Barcelona,1,0,3,29,71,4,24,1,8,2,9,1,7,0,2,3,11,1,13,3,6,1,1,1,0,11,43,8,17,2,1,2,0,2,3,12,15,5,7,7,1,18,14,5,1,36,43,30.0,31.0,6.0,12.0,2.0,8.0,225,569,154.0,505.0,106,143,48,362,17.0,21.0,1.0,3.0,0.21,2.13,0.17,1.97,0.04,0.15,0.21,2.13,0.22,2.41,0,1,3,7,0,3,1,9,0,4,0.0,0.405,0.1871,0.8131,0.0,0.1251,0.0215,0.6366,0.0,0.1486,2,20,0,0,1,3,1,1,0,0,0.1702,1.9735,0.0,0.0,0.0253,0.1061,0.013,0.0487,0.0,0.0,4,24,15.45,17.75
4837114,2025-08-16,esp,2025/2026,LaLiga,1,José Luis Munuera Montero,8634,Barcelona,8661,Mallorca,0,3,0,71,29,24,4,8,1,9,2,7,1,2,0,11,3,13,1,6,3,1,1,0,1,43,11,17,8,1,2,0,2,3,2,15,12,7,5,1,7,14,18,1,5,43,36,31.0,30.0,12.0,6.0,8.0,2.0,569,225,505.0,154.0,143,106,362,48,21.0,17.0,3.0,1.0,2.13,0.21,1.97,0.17,0.15,0.04,2.13,0.21,2.41,0.22,1,0,7,3,3,0,9,1,4,0,0.405,0.0,0.8131,0.1871,0.1251,0.0,0.6366,0.0215,0.1486,0.0,20,2,0,0,3,1,1,1,0,0,1.9735,0.1702,0.0,0.0,0.1061,0.0253,0.0487,0.013,0.0,0.0,24,4,17.75,15.45
4837117,2025-08-16,esp,2025/2026,LaLiga,1,José María Sánchez Martínez,10267,Valencia,8560,Real Sociedad,1,1,1,54,46,18,13,2,3,7,7,9,3,0,0,11,6,7,7,8,7,2,1,1,1,31,24,5,11,1,2,0,0,1,2,12,19,5,4,3,8,26,36,2,1,38,37,29.0,29.0,9.0,8.0,7.0,5.0,395,340,341.0,294.0,203,153,138,141,31.0,22.0,5.0,2.0,2.04,0.81,1.08,0.53,0.96,0.28,2.04,0.81,0.52,0.56,1,0,7,1,3,5,5,6,2,1,0.804,0.0,0.9415,0.0485,0.0811,0.3855,0.1738,0.3422,0.0445,0.0326,12,7,0,2,6,2,0,2,0,0,1.081,0.2899,0.0,0.2376,0.964,0.0751,0.0,0.2061,0.0,0.0,18,13,17.14,19.61
4837117,2025-08-16,esp,2025/2026,LaLiga,1,José María Sánchez Martínez,8560,Real Sociedad,10267,Valencia,0,1,1,46,54,13,18,3,2,7,7,3,9,0,0,6,11,7,7,7,8,1,2,1,1,24,31,11,5,2,1,0,0,2,1,19,12,4,5,8,3,36,26,1,2,37,38,29.0,29.0,8.0,9.0,5.0,7.0,340,395,294.0,341.0,153,203,141,138,22.0,31.0,2.0,5.0,0.81,2.04,0.53,1.08,0.28,0.96,0.81,2.04,0.56,0.52,0,1,1,7,5,3,6,5,1,2,0.0,0.804,0.0485,0.9415,0.3855,0.0811,0.3422,0.1738,0.0326,0.0445,7,12,2,0,2,6,2,0,0,0,0.2899,1.081,0.2376,0.0,0.0751,0.964,0.2061,0.0,0.0,0.0,13,18,19.61,17.14
